DAM_ID,GRAND_ID,NABD_ID,DAM_NAME,PNNL_DAM_ID,STATE,AGENCY_CODE,LONG,LAT,TIME_SERIES_START,TIME_SERIES_END,NORMAL_STORAGE.MCM.,MAXIMUM_STORAGE,STORAGE,DAM_HEIGHT,ELEV_MASL,S_RATIO,i_MAF_MCM,MAIN_USE,P_FLC,P_NAV,P_HYD,P_SUP,P_IRR,P_REC,P_FSH,UPST_DAMS_N,UPST_DAMS_CAP,YEAR_CREATED,norm_Stor,Max_stor,join_OBJECTID,join_TNMID,join_MetaSource,join_SourceData,join_SourceOrig,join_SourceFeat,join_LoadDate,join_AreaSqKm,join_AreaAcres,join_GNIS_ID,join_Name,join_States,join_HUC2,join_Shape_Leng,join_Shape_Area,join_layer,join_path,join_HUC2_db,join_Prior_purp,distance,,
1817,1817,NC00181,Apalachia,NA,North Carolina,TVA,-84.293303,35.168026,NA,NA,71.3,71.3,71.3,62,392,0.040877868,1744.22011,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,20,5826.8,1943,71.3,71.3,1,{142390F9-84A3-42CF-A41C-ED4F0EB4E6FC},,,,,8/1/17,105949.07,26180561.97,2730136,Tennessee Region,"AL,GA,KY,MS,NC,SC,TN,VA,WV",6,34.53241107,10.53770723,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-5/WBDHU2.shp,6,Flood control,0,,
1811,1811,NC00204,Moss Lake Dam,NA,North Carolina,NA,-81.456169,35.277854,NA,NA,65.7,65.7,65.7,29,223,3.048180629,21.5538408,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,12,1535.6,1973,65.7,65.7,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1809,1809,NC00787,Mountain Island,NA,North Carolina,NA,-80.985417,35.339583,NA,NA,56.7,56.7,56.7,37,203,0.042905592,1321.506058,Hydroelectricity,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,13,1592.3,1923,56.7,56.7,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1805,1805,NC00100,Lake Lure Dam,NA,North Carolina,NA,-82.185319,35.425826,NA,NA,55.4,55.4,55.4,141,318,0.711601161,77.8525992,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,891.2,1927,55.4,55.4,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1772,1772,NC00739,Lake Cammack Dam,NA,North Carolina,NA,-79.413255,36.17875,NA,NA,44.4,44.4,44.4,12,177,0.700672858,63.3676608,Recreation,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,7,206.5,-99,44.4,44.4,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1802,1802,TN08903,Cheoah,NA,North Carolina,NA,-83.934611,35.44835,NA,NA,43.2,43.2,43.2,34,419,0.014610598,2956.757774,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,23,7822.3,1919,43.2,43.2,1,{142390F9-84A3-42CF-A41C-ED4F0EB4E6FC},,,,,8/1/17,105949.07,26180561.97,2730136,Tennessee Region,"AL,GA,KY,MS,NC,SC,TN,VA,WV",6,34.53241107,10.53770723,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-5/WBDHU2.shp,6,Flood control,0,,
1812,1812,NC00336,Bear Creek,NA,North Carolina,NA,-83.068498,35.241953,NA,NA,42.7,42.7,42.7,36,809,0.361883217,117.9938664,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6,355.2,1954,42.7,42.7,1,{142390F9-84A3-42CF-A41C-ED4F0EB4E6FC},,,,,8/1/17,105949.07,26180561.97,2730136,Tennessee Region,"AL,GA,KY,MS,NC,SC,TN,VA,WV",6,34.53241107,10.53770723,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-5/WBDHU2.shp,6,Flood control,0,,
1771,1771,NC05134,Townsend Lake Dam,NA,North Carolina,NA,-79.732884,36.188961,NA,NA,40.3,40.3,40.3,66,220,0.349583887,115.2799128,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,133.7,1969,40.3,40.3,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1813,1813,NC05353,Lake Auman Dam,NA,North Carolina,NA,-79.602083,35.239826,NA,NA,34.6,34.6,34.6,17,158,7.667187681,4.5127368,Recreation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,989.2,1997,34.6,34.6,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1803,1803,NC04901,Coddle Creek Dam,NA,North Carolina,NA,-80.698412,35.440062,NA,NA,33.3,33.3,33.3,47,191,0.907320141,36.7014888,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,424.5,-99,33.3,33.3,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1790,1790,NC00394,Lookout Shoals,NA,North Carolina,NA,-81.090611,35.757868,NA,NA,32.6,32.6,32.6,22,239,0.030511612,1068.445663,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,930.7,1915,32.6,32.6,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1779,1779,NC00704,Oak Hollow Lake Dam,NA,North Carolina,NA,-79.987081,36.012116,NA,NA,30.2,30.2,30.2,76,243,0.812377124,37.1748528,Recreation,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,52.9,1971,30.2,30.2,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1778,1778,NC04954,Lake Mackintosh Dam,NA,North Carolina,NA,-79.505208,36.038717,NA,NA,28.4,28.4,28.4,27,171,0.185976791,152.7072264,Recreation,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,7,206.5,1992,28.4,28.4,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1795,1795,NC00288,North Fork Reservoir Dam,NA,North Carolina,NA,-82.343309,35.661618,NA,NA,26.8,26.8,26.8,23,799,1.135348601,23.6050848,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7,1190.3,1954,26.8,26.8,1,{142390F9-84A3-42CF-A41C-ED4F0EB4E6FC},,,,,8/1/17,105949.07,26180561.97,2730136,Tennessee Region,"AL,GA,KY,MS,NC,SC,TN,VA,WV",6,34.53241107,10.53770723,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-5/WBDHU2.shp,6,Flood control,0,,
1820,1820,NC00167,Toxaway Dam Lower,NA,North Carolina,NA,-82.933089,35.124708,NA,NA,26.5,26.5,26.5,18,928,1.921588849,13.7906712,Recreation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,355.2,1961,26.5,26.5,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1769,1769,NC01599,Troublesome Creek Dam,NA,North Carolina,NA,-79.661917,36.284521,NA,NA,26.1,26.1,26.1,38,212,0.491127727,53.1429984,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,133.7,1974,26.1,26.1,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1773,1773,NC00700,Lake Brandt Dam,NA,North Carolina,NA,-79.840152,36.172392,NA,NA,22.7,22.7,22.7,29,228,0.28818894,78.7677696,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,67.3,1920,22.7,22.7,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1793,1793,NC00318,Walters,NA,North Carolina,NA,-83.047917,35.693466,NA,NA,21,21,21,25,704,0.03773675,556.4867184,Hydroelectricity,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,3252.3,1929,21,21,1,{142390F9-84A3-42CF-A41C-ED4F0EB4E6FC},,,,,8/1/17,105949.07,26180561.97,2730136,Tennessee Region,"AL,GA,KY,MS,NC,SC,TN,VA,WV",6,34.53241107,10.53770723,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-5/WBDHU2.shp,6,Flood control,0,,
1808,1808,NC05642,Texasgulf Pond R-1-2,NA,North Carolina,NA,-76.798601,35.349144,NA,NA,19.7,19.7,19.7,36,5,28.37524227,0.6942672,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1987,19.7,19.7,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1780,1780,NC00686,High Point Municipal Dam,NA,North Carolina,NA,-79.945571,35.995736,NA,NA,14.4,14.4,14.4,46,237,0.323852707,44.4646584,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5,133.7,1928,14.4,14.4,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
1784,1784,NC00178,Lake Tom-A-Lex Dam,NA,North Carolina,NA,-80.189892,35.877422,NA,NA,13.8,13.8,13.8,18,217,0.173461171,79.5567096,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,391.2,1957,13.8,13.8,1,{9C77B5BA-946A-4537-BADD-990373DEFFBB},,,,,7/17/18,739947.45,182844835.7,2730133,South Atlantic-Gulf Region,"AL,FL,GA,LA,MS,NC,SC,TN,VA",3,70.53234714,71.0318499,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-2/WBDHU2.shp,3,Flood control,0,,
753,753,ND00145,Garrison Dam,NA,North Dakota,ACE_OMA,-101.432292,47.50613,12/1/53,10/1/19,30220,30220,30220,34,558,1.208126238,25013.94229,Flood control,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,54,64116.6,1953,30220,30220,1,{3F14F28C-7183-4EA3-89B1-0AB7B3843F20},,,,,10/23/17,1349418.25,333448216,2730141,Missouri Region,"CN,CO,IA,ID,KS,MN,MO,MT,ND,NE,SD,WY",10,107.9462582,151.0059946,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-9/WBDHU2.shp,10,Flood control,0,,
774,774,ND00309,Baldhill,usace_Baldhill,North Dakota,ACE_STL,-98.079898,47.036297,1/1/80,9/1/18,192.4,192.4,192.4,9,383,41.75882257,279.2898,Flood control,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,133.5,1950,192.4,192.4,1,{4737E213-E560-4279-AE68-B2FB9C3A3D40},,,,,5/23/19,259212.79,64052819.69,2730139,Souris-Red-Rainy Region,"CN,MN,MT,ND,SD",9,84.93587735,31.5195301,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-8/WBDHU2.shp,9,Other,0,,
798,798,ND00502,Heart Butte Dike,usbr_ltr,North Dakota,BOR,-101.812192,46.596531,10/4/49,12/18/18,530.4,530.4,530.4,8,635,2.761643407,128.0235217,Irrigation,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,51,33855.4,1949,530.4,530.4,1,{3F14F28C-7183-4EA3-89B1-0AB7B3843F20},,,,,10/23/17,1349418.25,333448216,2730141,Missouri Region,"CN,CO,IA,ID,KS,MN,MO,MT,ND,NE,SD,WY",10,107.9462582,151.0059946,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-9/WBDHU2.shp,10,Flood control,0,,
732,732,ND00332,Dam 83,NA,North Dakota,NA,-101.577083,48.461399,NA,NA,280.5,280.5,280.5,4,486,34.8568966,8.047188,Flood control,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,379.3,1936,280.5,280.5,1,{4737E213-E560-4279-AE68-B2FB9C3A3D40},,,,,5/23/19,259212.79,64052819.69,2730139,Souris-Red-Rainy Region,"CN,MN,MT,ND,SD",9,84.93587735,31.5195301,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-8/WBDHU2.shp,9,Other,0,,
777,777,ND00146,Pipestem Dam,usbr_pist,North Dakota,BOR,-98.751547,46.96493,3/5/74,12/18/18,224.1,224.1,224.1,2,438,710.1300479,97.87296,Flood control,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54,63561.1,1974,224.1,224.1,1,{3F14F28C-7183-4EA3-89B1-0AB7B3843F20},,,,,10/23/17,1349418.25,333448216,2730141,Missouri Region,"CN,CO,IA,ID,KS,MN,MO,MT,ND,NE,SD,WY",10,107.9462582,151.0059946,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-9/WBDHU2.shp,10,Flood control,0,,
827,827,ND00147,Bowman-Haley,NA,North Dakota,ACE_OMA,-103.248588,45.9813,3/3/67,10/1/19,212,212,212,4,839,4.724243753,44.8749072,Flood control,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,49,9730.8,1970,212,212,1,{3F14F28C-7183-4EA3-89B1-0AB7B3843F20},,,,,10/23/17,1349418.25,333448216,2730141,Missouri Region,"CN,CO,IA,ID,KS,MN,MO,MT,ND,NE,SD,WY",10,107.9462582,151.0059946,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-9/WBDHU2.shp,10,Flood control,0,,
729,729,ND00316,Des Lacs 2,NA,North Dakota,NA,-102.105286,48.69903,NA,NA,78.9,78.9,78.9,64,547,67.57270618,1.1676312,Flood control,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,19.9,1935,78.9,78.9,1,{4737E213-E560-4279-AE68-B2FB9C3A3D40},,,,,5/23/19,259212.79,64052819.69,2730139,Souris-Red-Rainy Region,"CN,MN,MT,ND,SD",9,84.93587735,31.5195301,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-8/WBDHU2.shp,9,Other,0,,
730,730,ND00329,J. Clark Salyer Dam,NA,North Dakota,NA,-100.725696,48.621488,NA,NA,55.5,55.5,55.5,12,433,0.823356214,67.4070336,Flood control,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,379.3,1936,55.5,55.5,1,{4737E213-E560-4279-AE68-B2FB9C3A3D40},,,,,5/23/19,259212.79,64052819.69,2730139,Souris-Red-Rainy Region,"CN,MN,MT,ND,SD",9,84.93587735,31.5195301,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-8/WBDHU2.shp,9,Other,0,,
780,780,ND00161,Jamestown,usbr_jamr,North Dakota,BOR,-98.709425,46.932526,2/1/54,12/18/18,42.8,42.8,42.8,3,436,46.76724684,93.85907813,Irrigation,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,56,63639.4,1952,42.8,42.8,1,{3F14F28C-7183-4EA3-89B1-0AB7B3843F20},,,,,10/23/17,1349418.25,333448216,2730141,Missouri Region,"CN,CO,IA,ID,KS,MN,MO,MT,ND,NE,SD,WY",10,107.9462582,151.0059946,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-9/WBDHU2.shp,10,Flood control,0,,
825,825,ND00317,North Bay,NA,North Dakota,NA,-97.357667,46.017153,NA,NA,25.5,25.5,25.5,18,350,47.53213172,0.5364792,Flood control,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,1826.8,1965,25.5,25.5,1,{4737E213-E560-4279-AE68-B2FB9C3A3D40},,,,,5/23/19,259212.79,64052819.69,2730139,Souris-Red-Rainy Region,"CN,MN,MT,ND,SD",9,84.93587735,31.5195301,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-8/WBDHU2.shp,9,Other,0,,
770,770,ND00096,Nelson Lake Dam,NA,North Dakota,NA,-101.206857,47.068772,NA,NA,24.8,24.8,24.8,3,586,785.8645778,0.0315576,Other,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,33896.6,1967,24.8,24.8,1,{3F14F28C-7183-4EA3-89B1-0AB7B3843F20},,,,,10/23/17,1349418.25,333448216,2730141,Missouri Region,"CN,CO,IA,ID,KS,MN,MO,MT,ND,NE,SD,WY",10,107.9462582,151.0059946,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-9/WBDHU2.shp,10,Flood control,0,,
727,727,ND00024,Lake Metigoshe,NA,North Dakota,NA,-100.35625,48.956493,NA,NA,19.9,19.9,19.9,5,655,5.580468562,3.5660088,Recreation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,19.9,1961,19.9,19.9,1,{4737E213-E560-4279-AE68-B2FB9C3A3D40},,,,,5/23/19,259212.79,64052819.69,2730139,Souris-Red-Rainy Region,"CN,MN,MT,ND,SD",9,84.93587735,31.5195301,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-8/WBDHU2.shp,9,Other,0,,
735,735,ND00322,Lake Alice Dam,NA,North Dakota,NA,-99.176208,48.283068,NA,NA,14.4,14.4,14.4,2,438,2.162599358,6.6586536,Fisheries,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,1942,14.4,14.4,1,{4737E213-E560-4279-AE68-B2FB9C3A3D40},,,,,5/23/19,259212.79,64052819.69,2730139,Souris-Red-Rainy Region,"CN,MN,MT,ND,SD",9,84.93587735,31.5195301,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-8/WBDHU2.shp,9,Other,0,,
784,784,ND00023,Dickinson,usbr_eapr,North Dakota,BOR,-102.828566,46.867223,5/12/52,12/18/18,11,11,11,6,733,0.262279132,28.79324242,Irrigation,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,47,9089.3,1949,11,11,1,{3F14F28C-7183-4EA3-89B1-0AB7B3843F20},,,,,10/23/17,1349418.25,333448216,2730141,Missouri Region,"CN,CO,IA,ID,KS,MN,MO,MT,ND,NE,SD,WY",10,107.9462582,151.0059946,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-9/WBDHU2.shp,10,Flood control,0,,
766,766,ND00320,Arrowwood Dam,NA,North Dakota,NA,-98.857866,47.257722,NA,NA,10.4,10.4,10.4,5,437,12.20578197,0.8520552,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,53,63550.7,1937,10.4,10.4,1,{3F14F28C-7183-4EA3-89B1-0AB7B3843F20},,,,,10/23/17,1349418.25,333448216,2730141,Missouri Region,"CN,CO,IA,ID,KS,MN,MO,MT,ND,NE,SD,WY",10,107.9462582,151.0059946,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-9/WBDHU2.shp,10,Flood control,0,,
7015,7015,NA,Rompepicos en Corral des Palmas,NA,"Nueva Leon, MEX",NA,-100.39808,25.555952,NA,NA,100,NA,100,109,NA,NA,NA,Flood control,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2004,100,,1,{CD889A0A-B9F8-46F0-A12A-E2BED340DAC8},,,,,5/15/18,597882.94,147739961,2730144,Rio Grande Region,"CO,MX,NM,TX",13,92.7001784,56.47667926,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-12/WBDHU2.shp,13,Flood control,0,,
1324,1324,NA,El Cuchillo,NA,"Nuevo Leon,MEX",NA,-99.27487,25.704428,NA,NA,1784,NA,1784,44,NA,NA,NA,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,1994,1784,,1,{CD889A0A-B9F8-46F0-A12A-E2BED340DAC8},,,,,5/15/18,597882.94,147739961,2730144,Rio Grande Region,"CO,MX,NM,TX",13,92.7001784,56.47667926,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-12/WBDHU2.shp,13,Flood control,0,,
1327,1327,NA,Cerro Prieto,NA,"Nuevo Leon,MEX",NA,-99.39928,24.934656,NA,NA,300,NA,300,50,NA,NA,NA,Water supply,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,1982,300,,1,{CD889A0A-B9F8-46F0-A12A-E2BED340DAC8},,,,,5/15/18,597882.94,147739961,2730144,Rio Grande Region,"CO,MX,NM,TX",13,92.7001784,56.47667926,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-12/WBDHU2.shp,13,Flood control,20725.49869,,
1325,1325,NA,La Boca,NA,"Nuevo Leon,MEX",NA,-100.1283,25.426079,NA,NA,40,NA,40,35,NA,NA,NA,Irrigation,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,1961,40,,1,{CD889A0A-B9F8-46F0-A12A-E2BED340DAC8},,,,,5/15/18,597882.94,147739961,2730144,Rio Grande Region,"CO,MX,NM,TX",13,92.7001784,56.47667926,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-12/WBDHU2.shp,13,Flood control,0,,
1683,1683,OH00929,William H. Harsha Lake Dam,NA,Ohio,ACE_LOU,-84.146664,39.021119,NA,NA,363.6,363.6,363.6,30,235,0.96724217,375.9141312,Flood control,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,89,14322.7,1973,363.6,363.6,1,{5C6AE09C-4CFC-4EBA-9344-A91AF35E73E8},,,,,2/1/18,421966.18,104270022.8,2730135,Ohio Region,"IL,IN,KY,MD,NC,NY,OH,PA,TN,VA,WV",5,61.39431849,43.81340833,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-4/WBDHU2.shp,5,Flood control,0,,
1631,1631,OH00007,Dillon Dam,NA,Ohio,ACE_HUN,-82.081891,39.99397,NA,NA,338,338,338,71,231,0.418528923,807.5905416,Flood control,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,60,9601.3,1960,338,338,1,{5C6AE09C-4CFC-4EBA-9344-A91AF35E73E8},,,,,2/1/18,421966.18,104270022.8,2730135,Ohio Region,"IL,IN,KY,MD,NC,NY,OH,PA,TN,VA,WV",5,61.39431849,43.81340833,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-4/WBDHU2.shp,5,Flood control,0,,
1655,1655,OH00927,Caesar Creek Lake Dam,NA,Ohio,ACE_LOU,-84.059259,39.485819,NA,NA,298.7,298.7,298.7,27,262,1.132069349,263.8530936,Flood control,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,83,13601.4,1976,298.7,298.7,1,{5C6AE09C-4CFC-4EBA-9344-A91AF35E73E8},,,,,2/1/18,421966.18,104270022.8,2730135,Ohio Region,"IL,IN,KY,MD,NC,NY,OH,PA,TN,VA,WV",5,61.39431849,43.81340833,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-4/WBDHU2.shp,5,Flood control,0,,
1565,1565,OH00031,Mosquito Creek Dam,NA,Ohio,NA,-80.756341,41.302243,NA,NA,222,222,222,35,274,2.510619377,88.4243952,Flood control,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,39,5901.2,1944,222,222,1,{5C6AE09C-4CFC-4EBA-9344-A91AF35E73E8},,,,,2/1/18,421966.18,104270022.8,2730135,Ohio Region,"IL,IN,KY,MD,NC,NY,OH,PA,TN,VA,WV",5,61.39431849,43.81340833,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-4/WBDHU2.shp,5,Flood control,0,,
1627,1627,OH00433,Salt Fork Lake Dam,NA,Ohio,NA,-81.555878,40.106278,NA,NA,188.6,188.6,188.6,19,245,1.060580898,177.827076,Recreation,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,9271.8,1968,188.6,188.6,1,{5C6AE09C-4CFC-4EBA-9344-A91AF35E73E8},,,,,2/1/18,421966.18,104270022.8,2730135,Ohio Region,"IL,IN,KY,MD,NC,NY,OH,PA,TN,VA,WV",5,61.39431849,43.81340833,WBDHU2,/Users/junzhang/Documents/DATA/HUC/Shape-4/WBDHU2.shp,5,Flood control,0,,
